Scenario,Version,Case,Asset,Category,Unit,Basis,Account,CY2022,CY2023,CY2024,CY2025,CY2026,CY2027,CY2028,CY2029,CY2030,CY2031,CY2032,CY2033,CY2034,CY2035,CY2036,CY2037,CY2038,CY2039,CY2040,CY2041,CY2042,CY2043,CY2044,CY2045,CY2046,CY2047,CY2048,CY2049,CY2050,CY2051,CY2052,CY2053,CY2054,CY2055,CY2056,CY2057,CY2058,CY2059,CY2060,CY2061,CY2062,CY2063,CY2064,CY2065,CY2066,CY2067,CY2068,CY2069,CY2070,CY2071,CY2072,CY2073,CY2074,CY2075,CY2076,CY2077,CY2078,CY2079,CY2080,CY2081,CY2082
Gate,F,Case1,Tomatoes,CAT_Emission_S1_S2,ktCO2e,STO_Nom_Input,OA111,0,0,0,0.030227547,0.215133854,0.416514031,0.741448234,0.931852194,0.960867585,0.937120778,0.890972944,0.842257629,0.791261171,0.742345421,0.692265237,0.639226248,0.592190771,0.549412158,0.511625338,0.476806869,0.451017531,0.429685492,0.408429809,0.390113843,0.372256015,0.356173471,0.339747324,0.326671309,0.313175334,0.301015594,0.288607697,0.276543403,0.263639189,0.251469905,0.240675034,0.229317036,0.218340819,0.229574738,0.222177722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,S3,ktCO2e,STO_Nom_Input,OA111,0,0,0,4.842935526,34.4724723,66.73946756,118.8056381,149.3156928,153.964891,150.158622,142.7641747,134.9583962,126.7873268,118.949719,110.9248827,102.4262331,94.88913377,88.03494643,81.98090671,76.40118571,72.26836465,68.84980553,65.44435972,62.51025273,59.647585,57.07065689,54.43886197,52.34392017,50.1818957,48.23288203,46.24484209,44.31140757,42.24372057,40.29375717,38.56492526,36.74476192,34.98512896,36.78580094,35.60082754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Emission,ktCO2e,STO_Nom_Input,OA111,0,0,0,5.527538828,39.34552342,76.17379349,135.6000595,170.4230251,175.7294367,171.3851195,162.9453795,154.0361817,144.7100439,135.7645057,126.6052764,116.9052534,108.3027087,100.4796173,93.56977107,87.20129204,82.48425652,78.58245103,74.69559699,71.34672832,68.07940045,65.13819623,62.13435808,59.74328234,57.27563973,55.05110658,52.7820355,50.57529181,48.2153155,45.9897045,44.0164784,41.93902722,39.9306474,41.98585928,40.63337564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,S1,ktCO2e,STO_Nom_Input,OA1111,0,0,0,0.026596753,0.189292964,0.36648428,0.652388879,0.81992239,0.845452586,0.824558136,0.783953368,0.741089513,0.696218514,0.6531783,0.609113518,0.562445328,0.521059537,0.483419294,0.450171253,0.419535018,0.396843377,0.378073645,0.359371097,0.343255161,0.327542333,0.31339155,0.298938436,0.287433052,0.275558152,0.264858984,0.253941466,0.24332628,0.231972061,0.221264495,0.211766255,0.201772527,0.192114723,0.201999275,0.195490755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Emission_S1_S2,ktCO2e,STO_Nom_Input,OA1111,0,0,0,0.025557079,0.181893454,0.352158316,0.626886832,0.787871416,0.81240363,0.792325949,0.753308432,0.712120136,0.669003156,0.627645394,0.585303116,0.540459197,0.500691187,0.464522311,0.432573945,0.403135288,0.381330669,0.36329465,0.345323189,0.329837229,0.31473862,0.301140995,0.287252857,0.276197221,0.264786514,0.254505579,0.24401483,0.233814594,0.222904214,0.21261521,0.203488258,0.193885188,0.184604909,0.194103072,0.187848972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,S3,ktCO2e,STO_Nom_Input,OA1111,0,0,0,4.600389927,32.74600984,63.3969981,112.8555724,141.8376118,146.2539672,142.6383252,135.6142092,128.1993624,120.4375193,112.9924374,105.3695038,97.29648649,90.13686284,83.62594931,77.87511014,72.57483469,68.64899503,65.40164538,62.16675231,59.37959229,56.66029369,54.21242421,51.71243576,49.72241358,47.66866837,45.81726589,43.92879167,42.09218809,40.12805571,38.27575107,36.63350312,34.90449784,33.23299144,34.94348153,33.81785439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Emission,ktCO2e,STO_Nom_Input,OA1111,0,0,0,0.027888254,0.198511125,0.384321877,0.684146962,0.859840293,0.886612887,0.864694376,0.822113108,0.777163271,0.730109834,0.684976647,0.638765319,0.589825508,0.546422837,0.506952764,0.472090314,0.439959239,0.416160241,0.396474348,0.376863889,0.359967743,0.343482998,0.328643654,0.313488301,0.301424537,0.288974467,0.277750965,0.266302754,0.255169005,0.243262147,0.232033207,0.222077631,0.211596206,0.201463268,0.211832489,0.205008763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL,0,0,0.055948534,0.492628478,2.566092843,4.477829583,7.343222809,9.137999669,9.46677533,9.312047464,8.970159021,8.546557183,8.099880415,7.680687484,6.961545219,6.294997746,5.876206075,5.489777764,5.145694774,4.842812773,4.633815721,4.472781632,4.314700025,4.18344835,4.054460575,3.946843615,3.826242671,3.74622844,3.654983881,3.579814494,3.490070945,3.400594902,3.295930423,3.205859921,3.167854152,3.134965688,3.097029273,3.434176903,5.614361585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL11,0,0,0,0.115887686,3.272576109,7.036275215,14.20097321,18.78851205,19.9387762,19.91759536,19.40442447,18.65654674,17.81893327,17.01662946,15.47392108,14.03382211,13.16409469,12.35442506,11.6308413,10.99261675,10.56687773,10.24576297,9.923368285,9.657654021,9.391089221,9.170007489,8.913302308,8.749190018,8.554813486,8.395655779,8.199148776,8.000981988,7.764664915,7.538835041,7.353244636,7.127662491,6.905375144,7.58945436,7.134004357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL21,0,0,0,0.092942988,2.624636059,5.643157266,11.38931078,15.06855901,15.99108141,15.97409418,15.56252642,14.96272162,14.29094794,13.64749292,12.41022665,11.25525406,10.55772469,9.908362224,9.328041416,8.816179469,8.474732867,8.217195888,7.958632391,7.745527115,7.5317397,7.354430123,7.148550213,7.016930651,6.861038889,6.733392948,6.575792529,6.416860948,6.227332487,6.046214857,5.897369649,5.7164507,5.538174208,6.086812014,5.721536934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL22,0,0,0.002515126,0.019020443,0.027100513,0.011540316,-0.052869082,-0.095905035,-0.112146012,-0.118530699,-0.120060619,-0.118934001,-0.116424888,-0.113632506,-0.104356783,-0.095483694,-0.09085474,-0.086390582,-0.082344868,-0.078748555,-0.076662564,-0.075241765,-0.073653721,-0.072388142,-0.070997852,-0.069873239,-0.068372047,-0.067543173,-0.066402748,-0.065489918,-0.064224784,-0.062902862,-0.061234871,-0.059193642,-0.055897076,-0.051291951,-0.047002609,-0.05029472,0.05999646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL41,0,0,0,0.08598402,2.428120351,5.220634288,10.53655313,13.94032315,14.79377306,14.77805772,14.39730548,13.84241017,13.22093454,12.62565725,11.48102945,10.41253371,9.767230813,9.166488391,8.629618237,8.156081189,7.840199892,7.60194561,7.362741669,7.165592332,6.967811931,6.803778144,6.613313185,6.491548441,6.347328842,6.2292402,6.083439878,5.936408061,5.761070261,5.593513543,5.455812898,5.288439985,5.12351168,5.631071049,5.293145396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL61,0,0,0,0.375938682,2.736563993,5.419075405,9.864113165,12.67200483,13.34893964,13.32323132,13.00249929,12.55969653,12.05590331,11.55792982,10.63395716,9.770656132,9.250813738,8.771408619,8.347915162,7.950897905,7.686261645,7.483774402,7.270110214,7.096937189,6.920912674,6.767596798,6.597531223,6.48320218,6.352154872,6.23976574,6.114192395,5.987456001,5.833641676,5.686783191,5.562530064,5.416587648,5.270654213,5.663859006,5.602001874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL6105,0,0,0,0.051667568,0.376102837,0.744776896,1.355685802,1.74159164,1.834626959,1.831093706,1.787013528,1.726156419,1.656917015,1.588477453,1.461490202,1.342841426,1.271396286,1.205508689,1.147305376,1.09274085,1.056370259,1.028541191,0.999176006,0.975375771,0.951183638,0.930112493,0.906739334,0.89102639,0.873015752,0.857569421,0.840311104,0.822892941,0.801753291,0.781569625,0.764492753,0.744434988,0.724378458,0.778419013,0.769917607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL63,0,0,0,-0.305722058,-0.846663841,-1.356837993,-1.667160469,-1.815837175,-1.81159675,-1.783643603,-1.744427848,-1.721654846,-1.684486838,-1.632222542,-1.610637046,-1.583595567,-1.552734432,-1.529274173,-1.513256866,-1.476313268,-1.448593882,-1.422721209,-1.387661726,-1.360358435,-1.331488944,-1.2993655,-1.272001431,-1.24617551,-1.222018642,-1.196234798,-1.179506857,-1.16308748,-1.143030782,-1.124161589,-1.104413455,-1.087227343,-1.068657364,-1.045968516,-1.238891515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL6301,0,0,0,-0.01378818,-0.035465738,-0.056715071,-0.071930867,-0.077390311,-0.075719584,-0.07414288,-0.072440227,-0.071002067,-0.069447038,-0.067853052,-0.066306517,-0.064815341,-0.063477061,-0.062031285,-0.060850295,-0.059282085,-0.058092014,-0.056906923,-0.055522364,-0.054245887,-0.053199047,-0.052065507,-0.051071976,-0.049760643,-0.04871351,-0.047583192,-0.046619244,-0.045707139,-0.044587073,-0.043655344,-0.042649218,-0.041852225,-0.040988743,-0.03990529,-0.049237808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL6302,0,0,0,-0.107640793,-0.35265023,-0.567579243,-0.652367375,-0.729704447,-0.757898601,-0.754390492,-0.739259198,-0.739482494,-0.723969246,-0.69025731,-0.694153251,-0.6900869,-0.678140523,-0.677658672,-0.681219667,-0.666247032,-0.655281985,-0.646538154,-0.630249243,-0.621534793,-0.606262469,-0.588622025,-0.574160621,-0.568008208,-0.558653248,-0.54892221,-0.547235732,-0.544896992,-0.542158669,-0.537128616,-0.532498146,-0.526886346,-0.520869085,-0.514093791,-0.569342112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL64,0,0,0,-0.010853775,-0.080930417,-0.1630241,-0.304249613,-0.400191216,-0.431440073,-0.438568868,-0.436315673,-0.428301784,-0.421208392,-0.414744681,-0.378526657,-0.348006105,-0.338297894,-0.328971538,-0.320732582,-0.312589723,-0.308930493,-0.307236171,-0.304606179,-0.303225434,-0.301346507,-0.300087145,-0.297730268,-0.29757348,-0.296367224,-0.295762831,-0.294275874,-0.292470284,-0.289068996,-0.285730929,-0.283272898,-0.279466996,-0.275403153,-0.299614252,-0.29990254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL6405,0,0,0,-0.0254447,-0.18912257,-0.379578911,-0.70562513,-0.923939083,-0.990900416,-1.007142101,-1.002001023,-0.983303988,-0.967074428,-0.952390829,-0.866617271,-0.794860428,-0.772828967,-0.751609894,-0.732840107,-0.714246137,-0.705861571,-0.701939074,-0.695846169,-0.692584494,-0.688164864,-0.685133568,-0.679574171,-0.679016412,-0.676045742,-0.67442703,-0.670777349,-0.666388032,-0.658349035,-0.650437351,-0.644526324,-0.635535499,-0.625950541,-0.680586624,-0.68083519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL6408,0,0,0,-0.000747283,-0.006355839,-0.014599552,-0.030850993,-0.046024773,-0.05633728,-0.057446405,-0.057100295,-0.05643954,-0.055432674,-0.054370745,-0.053009904,-0.051177093,-0.049564535,-0.048077835,-0.046811387,-0.045607868,-0.045104435,-0.044923514,-0.044648199,-0.04458527,-0.04448301,-0.044498742,-0.044372884,-0.044608868,-0.044711128,-0.04493138,-0.045041506,-0.045120167,-0.044970711,-0.044844852,-0.044876317,-0.044703262,-0.044498742,-0.048919512,-0.04949374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL91,0,0,0.036752825,0.277940393,0.396012179,0.168635395,-0.772561046,-1.401433319,-1.638758162,-1.732055798,-1.754412085,-1.737949137,-1.701284175,-1.660479883,-1.524936349,-1.395276391,-1.327634792,-1.262401293,-1.203282418,-1.150730499,-1.120248499,-1.099486765,-1.076281134,-1.05778757,-1.03747166,-1.021037999,-0.999101503,-0.986989406,-0.970324698,-0.956985772,-0.938498717,-0.919181843,-0.894807958,-0.86498005,-0.816808271,-0.74951487,-0.686835911,-0.734942606,0.876711406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,USDM,STO_Nom_Input,PL9101,0,0,0.099349344,0.751321714,1.070490498,0.455851101,-2.088368243,-3.788320489,-4.429851238,-4.68205114,-4.742484112,-4.697981869,-4.598870035,-4.488568865,-4.122170878,-3.771677231,-3.588830103,-3.412492495,-3.252683789,-3.110626719,-3.028228516,-2.972105901,-2.909377004,-2.859385653,-2.804468178,-2.760045106,-2.700746901,-2.668005776,-2.622958141,-2.586900681,-2.536926923,-2.48471002,-2.418823126,-2.338193049,-2.207976267,-2.026070381,-1.856638142,-1.986678991,2.369904965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,MMboe,STO_Nom_Input,PV,0,0,0,0.009062069,0.064489692,0.124851379,0.222257633,0.279331572,0.288032136,0.280909496,0.267074574,0.252472673,0.237186843,0.22252632,0.207514061,0.191612694,0.177513971,0.164690288,0.153366365,0.142926665,0.135198259,0.128798631,0.122428313,0.11694222,0.111588027,0.106766322,0.101842027,0.097924087,0.093879131,0.090229877,0.08651223,0.082897173,0.079028084,0.075378831,0.07214482,0.068739827,0.065447193,0.06881799,0.066600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,MMboe,STO_Nom_Input,PV0001,0,0,0,0.015860856,0.112872863,0.2185207,0.389005665,0.488899132,0.504127264,0.491660888,0.467446362,0.441889436,0.415135464,0.389475933,0.363200779,0.335369465,0.310693223,0.288248615,0.268428957,0.250156909,0.236630292,0.225429364,0.214279738,0.204677721,0.195306563,0.186867391,0.178248661,0.171391299,0.164311629,0.157924535,0.151417736,0.145090494,0.138318636,0.131931541,0.126271225,0.120311647,0.114548727,0.120448453,0.116566604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,PJ,STO_Nom_Input,SV,0,0,0,0.028472875,0.202678508,0.392390323,0.698509365,0.877889005,0.905224127,0.882846548,0.839371694,0.793478784,0.745437077,0.699356741,0.652172969,0.602206848,0.557892538,0.517596002,0.482000949,0.449193523,0.424896811,0.404797379,0.384774502,0.367523413,0.350694693,0.335542245,0.320067742,0.307753078,0.295039805,0.283580436,0.271894045,0.26052443,0.248368154,0.236903506,0.226740279,0.216038532,0.205693159,0.216278754,0.209312324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,PJ,STO_Nom_Input,SV12,0,0,0,0.025632683,0.182461169,0.353249081,0.62883251,0.790318891,0.814927313,0.794781915,0.755643712,0.714328655,0.671079146,0.62959536,0.587118206,0.542136245,0.502242321,0.465965396,0.433920977,0.404386118,0.382513022,0.364418524,0.346392945,0.330862666,0.315712624,0.302071644,0.288140735,0.277054468,0.265609354,0.255293066,0.244772402,0.234536914,0.223593237,0.213272196,0.204122759,0.19448852,0.185175106,0.194704779,0.188433256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Tomatoes,CAT_Default,PJ,STO_Nom_Input,SV1201,0,0,0,0.005671019,0.040368023,0.078153434,0.139123986,0.174851511,0.180295921,0.175838918,0.167179915,0.158039301,0.148470705,0.13929276,0.129895042,0.119943155,0.111116955,0.103090986,0.096001424,0.08946708,0.084627839,0.080624581,0.076636571,0.073200625,0.069848804,0.06683085,0.063748752,0.061296007,0.05876387,0.056481477,0.054153867,0.05188935,0.049468152,0.047184708,0.04516047,0.043028975,0.040968459,0.04307682,0.041689298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,Decommissioning_Future,USDM,STO_Nom_Input,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.349808128,-0.540128498,-0.553626172,-0.567471969,-0.581657977,-0.658245014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Abandonment,USDM,STO_Nom_Input,AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205760393,-0.317708604,-0.325648061,-0.333792288,-0.34213663,-0.387185837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,Decommissioning_Future,USDM,STO_Nom_Input,AB0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106734668,-0.164805879,-0.168924336,-0.173149014,-0.177477498,-0.200846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Abandonment,USDM,STO_Nom_Input,AB0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248146895,-0.383156362,-0.392731342,-0.402553274,-0.412616544,-0.466945858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Default,USDM,STO_Nom_Input,CF,0,0,0,-1.636452766,-6.743638961,1.328412274,2.698087358,2.089660942,1.880105011,1.6581054,1.538232995,1.424125847,1.325503882,1.240907179,1.121030481,1.02662368,0.97006605,0.9195857,0.848135443,0.805666052,0.768678521,0.734957206,0.701938657,0.674265995,0.650150103,0.623379157,0.600475571,0.579607287,0.560958942,0.543634545,0.5287548,0.512153207,0.498119357,0.358157293,0.280447982,0.266482835,0.249006721,0.240149866,0.319648296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Default,USDM,STO_Nom_Input,CF11,0,0,0,-5.339562756,-22.13057134,4.503272324,9.742663317,7.498577256,6.761237996,5.968731677,5.55753089,5.162318008,4.820829666,4.52820199,4.097647423,3.760551363,3.56441518,3.38885337,3.131428676,2.98226679,2.852310734,2.733340006,2.615830289,2.517563389,2.431890779,2.335343804,2.252796649,2.177378861,2.109885674,2.046969706,1.992958512,1.932067618,1.880636311,1.417717563,1.151489812,1.089591004,1.015587993,0.975419421,0.783083718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Default,USDM,STO_Nom_Input,CF12,0,0,0,-1.786443658,-7.318435499,1.392537967,2.624777299,2.048958007,1.838487521,1.619401986,1.495397679,1.378647818,1.277710629,1.191026628,1.073616985,0.980477221,0.922697357,0.871291177,0.80158157,0.758837792,0.721627977,0.687865443,0.655160456,0.627670588,0.603729021,0.577643953,0.555312381,0.535029606,0.516940844,0.500209528,0.485830066,0.470004767,0.456610243,0.305946321,0.225440278,0.21577084,0.202489964,0.196668728,0.437675445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,Legacy Capex,USDM,STO_Nom_Input,CX,0,0,0,-3.032840067,-12.4649951,-0.132665055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_CAPEX,USDM,STO_Nom_Input,CX,0,0,0,-4.506224858,-18.52061749,-0.197115098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,Legacy Capex,USDM,STO_Nom_Input,CX0003,0,0,0,-1.395314882,-7.802267028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_CAPEX,USDM,STO_Nom_Input,CX0003,0,0,0,-1.850817519,-10.34932881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,Legacy Capex,USDM,STO_Nom_Input,CX0004,0,0,0,-1.618941599,-3.808925379,-0.154803323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_CAPEX,USDM,STO_Nom_Input,CX0004,0,0,0,-0.843065191,-1.983501074,-0.08061396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Default,USDM,STO_Nom_Input,OA,0,0,0,-6.260308695,-26.17646541,3.013069503,8.326989823,6.296371473,5.712464874,5.056946539,4.757251501,4.459701797,4.20282866,3.983443227,3.620993234,3.341983442,3.193664142,3.059705328,2.841087977,2.723619091,2.621146346,2.526163726,2.429814449,2.349801484,2.279964282,2.197715933,2.127534418,2.062936066,2.004874357,1.950250478,1.903408064,1.849096715,1.803340211,1.275090429,0.954492965,0.865114695,0.766545926,0.703144722,-0.65901973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,S1,ktCO2e,STO_Nom_Input,OA,0,0,0,0,0.004709676,0.797965456,1.537085286,1.171056477,1.038062234,0.89918435,0.820326056,0.749713148,0.687331814,0.635548401,0.588470059,0.546101394,0.5084378,0.475483882,-0.444882499,-0.417812223,-0.393099086,-0.370738485,-0.349551851,-0.331896322,-0.314245396,-0.297768437,-0.283644014,-0.269519591,-0.256573738,-0.24480185,-0.234213137,-0.22361982,-0.214205072,-0.204785721,-0.196549543,-0.188308762,-0.180072584,-0.174188942,-0.167126731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Emission_S1_S2,ktCO2e,STO_Nom_Input,OA,0,0,0,0,0.008986196,1.522540862,2.932802592,2.234409177,1.980652367,1.7156694,1.565205526,1.430474082,1.311448716,1.212644486,1.122817667,1.041977043,0.970113832,0.907236815,-0.848848505,-0.797197645,-0.750044274,-0.70737961,-0.666954906,-0.633267653,-0.599589184,-0.568150676,-0.541200874,-0.514251071,-0.489550014,-0.467088917,-0.446885349,-0.426672997,-0.40870939,-0.390736999,-0.375022137,-0.359298491,-0.343583629,-0.332357473,-0.318882572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,S3,ktCO2e,STO_Nom_Input,OA,0,0,0,0,0.160332006,27.17438435,52.34480698,39.87982723,35.35077247,30.62129224,27.93594393,25.53110337,23.40684732,21.64334176,20.04010542,18.59723597,17.31467062,16.19243727,15.15032807,14.22847834,13.38679461,12.62527688,11.90383867,11.30262504,10.70143932,10.1403052,9.659337091,9.17836898,8.737480382,8.33668525,7.975962655,7.615247036,7.294617907,6.973946919,6.693397303,6.412847687,6.132263189,5.931879576,5.691374591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Emission,ktCO2e,STO_Nom_Input,OA,0,0,0,0,0.02624445,4.44806195,8.568101625,6.527761572,5.786419553,5.012271153,4.5727168,4.179078481,3.831368222,3.542707701,3.280280697,3.044103609,2.834165505,2.65047185,2.268595155,2.130558424,2.004524935,1.89049578,1.782469886,1.692442842,1.60242345,1.518398573,1.446379124,1.374359675,1.308342393,1.248326185,1.194313238,1.140299198,1.092288419,1.044272173,1.002262467,0.960253855,0.918238683,0.888233313,0.852221402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Default,%,STO_Nom_Input,OA,0,0,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,23.7979972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gate,F,Case1,Skirting,CAT_Default,USDM,STO_Nom_Input,OA0003,0,0,0,-0.272303323,-1.627474967,-2.54156842,-2.214600714,-1.919322505,-1.663408593,-1.441624553,-1.249407946,-1.082818805,-0.938440607,-0.813316607,-0.704879109,-0.61089287,-0.529440959,-0.458846945,-0.397667824,-0.344644504,-0.298694733,-0.258863581,-0.224351738,-0.194437701,-0.168513146,-0.146047556,-0.126574077,-0.10969659,-0.095068492,-0.082392693,-0.071407472,-0.061886476,-0.053638718,-0.067333108,-0.111401315,-0.161736687,-0.20699325,-0.247885434,-2.459755758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
